Points,Longitude,Latitude,HALLMARK_ANGIOGENESIS,HALLMARK_ESTROGEN_RESPONSE_EARLY,HALLMARK_ESTROGEN_RESPONSE_LATE,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_FATTY_ACID_METABOLISM,HALLMARK_P53_PATHWAY,HALLMARK_PI3K_AKT_MTOR_SIGNALING,HALLMARK_DNA_REPAIR,Max,P
6111,254.75937,529.92417,11.53826689,72.05011754,73.52082333,82.56862338,4.94E+01,56.0914984,34.81827451,53.08357061,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6112,261.69194,529.92417,11.99851918,75.5798969,76.76717476,85.42597289,5.18E+01,58.64010146,36.44505179,55.29431583,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6113,268.62451,529.92417,12.40150604,78.84393635,79.77876732,87.70957186,5.41E+01,61.07528359,38.01244688,57.41212341,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6114,275.55709,529.92417,12.75758065,81.80356849,82.56154489,89.50430717,5.63E+01,63.41401691,39.50806382,59.42672468,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6115,282.48966,529.92417,13.07685104,84.37404343,85.07295313,90.89808056,5.83E+01,65.64619001,40.90524766,61.30622273,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6116,289.42223,529.92417,13.37438752,86.43073823,87.21611468,92.00761521,6.02E+01,67.73068641,42.16476191,63.00223666,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6117,296.3548,529.92417,13.67251606,87.86977484,88.88979445,92.99397302,6.17E+01,69.62331097,43.24977023,64.47274688,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6118,303.28738,529.92417,13.9968236,88.67051208,90.0472354,94.03854434,6.29E+01,71.30713899,44.14117959,65.70305395,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6119,310.21995,529.92417,14.36806313,88.91149901,90.72176506,95.29450657,6.37E+01,72.79914204,44.8427755,66.70916937,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6120,317.15252,529.92417,14.79551715,88.73656281,91.00766735,96.84926217,6.43E+01,74.13280568,45.37537865,67.52360429,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6121,324.0851,529.92417,15.27515645,88.29151203,91.0076624,98.71492388,6.47E+01,75.32748122,45.7623214,68.17158838,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6122,331.01767,529.92417,15.79002143,87.65160941,90.76370928,100.8311618,6.49E+01,76.35171845,46.00868141,68.6458401,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6123,337.95024,529.92417,16.31007828,86.78594772,90.22176124,103.0665708,6.48E+01,77.10823186,46.08965397,68.89832312,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6124,344.88282,529.92417,16.79489408,85.60614003,89.28139385,105.236995,6.46E+01,77.47565544,45.96753465,68.86801477,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6125,351.81539,529.92417,17.20357758,84.06630047,87.8966905,107.1615762,6.40E+01,77.38798628,45.62817632,68.53052905,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6126,358.74796,529.92417,17.51170093,82.22574733,86.13689446,108.7495718,6.31E+01,76.88982243,45.10569172,67.9305118,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6127,365.68053,529.92417,17.73007152,80.22904773,84.16222873,110.086731,6.21E+01,76.12988769,44.47783549,67.17249984,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6128,372.61311,529.92417,17.91048833,78.2204327,82.13483126,111.4468301,6.10E+01,75.2914579,43.83186736,66.37054037,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6129,379.54568,529.92417,18.11880434,76.24468082,80.11700694,113.1396248,5.98E+01,74.48422421,43.21070833,65.57651704,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6130,386.47825,529.92417,18.37958306,74.19855044,78.02163608,115.2297424,5.85E+01,73.65451571,42.56802587,64.72622175,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6131,393.41083,529.92417,18.63163944,71.86455989,75.6459446,117.3246676,5.70E+01,72.57648498,41.76861479,63.64137156,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6132,400.3434,529.92417,18.73718494,68.99932506,72.76135198,118.6339838,5.50E+01,70.93926452,40.64168298,62.09217511,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6133,407.27597,529.92417,18.54604955,65.41483199,69.19918682,118.298811,5.24E+01,68.47495986,39.05143067,59.88148368,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6134,414.20854,529.92417,17.96882051,61.01479205,64.88467377,115.768077,4.92E+01,65.04959736,36.94043892,56.90439724,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6135,421.14112,529.92417,17.01273588,55.8095075,59.84673864,111.0014985,4.53E+01,60.6928555,34.33631307,53.17447914,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6136,428.07369,529.92417,15.7699228,49.93821982,54.22752457,104.4370762,4.09E+01,55.58802427,31.34056246,48.82858988,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6137,435.00626,529.92417,14.37622459,43.67834924,48.28403529,96.79433224,3.63E+01,50.03771695,28.11288774,44.11021987,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6138,441.93884,529.92417,12.96833994,37.41090758,42.36182586,88.84945844,3.17E+01,44.41153419,24.85047119,39.32802976,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6139,448.87141,529.92417,11.65688711,31.55061578,36.8362255,81.28167919,2.75E+01,39.08696413,21.76186353,34.80096083,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6140,455.80398,529.92417,10.51664926,26.47687793,32.05215332,74.60275437,2.39E+01,34.39872789,19.04056282,30.81040312,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6141,462.73655,529.92417,9.588610294,22.4852737,28.28255591,69.14180305,2.10E+01,30.60362904,16.84229988,27.56962624,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6142,469.66913,529.92417,8.886770381,19.75449267,25.69635365,65.05391357,1.90E+01,27.85663256,15.26623708,25.20572833,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6143,476.6017,529.92417,8.404000109,18.32503594,24.32267469,62.33309403,1.79E+01,26.19587053,14.3419695,23.74948834,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6144,483.53427,529.92417,8.116151463,18.09704057,24.07213647,60.83352089,1.77E+01,25.54290994,14.02760492,23.13691597,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6145,490.46685,529.92417,7.986705399,18.85479968,24.75168037,60.30945799,1.81E+01,25.72470573,14.22243099,23.22767918,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6146,497.39942,529.92417,7.973110335,20.31578296,26.1014165,60.47038014,1.90E+01,26.51466182,14.79160194,23.83852984,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6147,504.33199,529.92417,8.033822477,22.18953756,27.84894083,61.03659623,2.03E+01,27.6802283,15.59480781,24.78144731,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6148,511.26457,529.92417,8.133989695,24.22586806,29.75757301,61.77969075,2.17E+01,29.02082101,16.50939808,25.89351959,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6149,518.19714,529.92417,8.248175443,26.23920494,31.64901317,62.53932357,2.31E+01,30.38649438,17.44230652,27.05142697,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6150,525.12971,529.92417,8.36012264,28.11019004,33.40484878,63.21924542,2.44E+01,31.67885735,18.3313783,28.17216008,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6151,532.06228,529.92417,8.460813578,29.77392308,34.96647445,63.77235408,2.57E+01,32.84189898,19.14040216,29.20607571,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6152,538.99486,529.92417,8.546157319,31.20426256,36.30995139,64.18393535,2.67E+01,33.8499786,19.8521251,30.12781452,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6153,545.92743,529.92417,8.615052997,32.39970623,37.43190211,64.45795587,2.77E+01,34.69709487,20.46179957,30.92814381,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6154,552.86,529.92417,8.668033529,33.37281113,38.34236496,64.60762733,2.84E+01,35.38882851,20.97221645,31.60775642,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6155,559.79258,529.92417,8.706417747,34.1431135,39.06107492,64.64964691,2.91E+01,35.93689279,21.39027119,32.17298998,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6156,566.72515,529.92417,8.731823268,34.73277054,39.61031313,64.6010312,2.96E+01,36.35570933,21.72476078,32.63305553,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6157,573.65772,529.92417,8.745907236,35.16407045,40.00749198,64.47757499,3.00E+01,36.66038486,21.98505409,32.99832985,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6158,580.59029,529.92417,8.750240275,35.45812576,40.27858349,64.29324159,3.03E+01,36.86558981,22.18033746,33.27935019,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6159,587.52287,529.92417,8.74625359,35.63427211,40.44094307,64.06004375,3.06E+01,36.98498865,22.31921971,33.48625331,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6160,594.45544,529.92417,8.7352238,35.70986551,40.51103014,63.7881565,3.07E+01,37.03099383,22.4095525,33.62848638,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6161,46.78218,536.54185,1.567864736,47.48590946,44.39948669,17.12074482,2.83E+01,30.59121348,18.94237139,29.86654302,4,HALLMARK_ESTROGEN_RESPONSE_EARLY
6162,53.71475,536.54185,1.557281953,48.11084017,45.08894108,17.21751404,2.86E+01,30.93968801,19.19749364,30.23957165,4,HALLMARK_ESTROGEN_RESPONSE_EARLY
6163,60.64733,536.54185,1.551293311,48.65884762,45.72440626,17.32533437,2.89E+01,31.26301365,19.43412101,30.59253437,4,HALLMARK_ESTROGEN_RESPONSE_EARLY
6164,67.5799,536.54185,1.552641249,49.10463264,46.27472689,17.45175027,2.92E+01,31.55185032,19.64558244,30.91593133,4,HALLMARK_ESTROGEN_RESPONSE_EARLY
6165,74.51247,536.54185,1.56532138,49.42227368,46.72071445,17.60994969,2.95E+01,31.79793745,19.82563588,31.20008567,4,HALLMARK_ESTROGEN_RESPONSE_EARLY
6166,81.44504,536.54185,1.594914138,49.59130443,47.04857068,17.8219187,2.97E+01,31.9976895,19.97075295,31.43789372,4,HALLMARK_ESTROGEN_RESPONSE_EARLY
6167,88.37762,536.54185,1.648733516,49.60816541,47.24358049,18.12223299,2.99E+01,32.15811168,20.08411113,31.62987332,4,HALLMARK_ESTROGEN_RESPONSE_EARLY
6168,95.31019,536.54185,1.735466062,49.50150045,47.31865902,18.56076874,3.00E+01,32.3035153,20.18056694,31.79067831,4,HALLMARK_ESTROGEN_RESPONSE_EARLY
6169,102.24276,536.54185,1.863911172,49.34112966,47.33748327,19.20050348,3.01E+01,32.47738643,20.28908313,31.95261044,4,HALLMARK_ESTROGEN_RESPONSE_EARLY
6170,109.17534,536.54185,2.040679687,49.22344832,47.40394198,20.10582919,3.02E+01,32.73145198,20.44690907,32.15888084,4,HALLMARK_ESTROGEN_RESPONSE_EARLY
6171,116.10791,536.54185,2.267356056,49.2277148,47.58740293,21.3208185,3.05E+01,33.10132275,20.68359819,32.44441068,4,HALLMARK_ESTROGEN_RESPONSE_EARLY
6172,123.04048,536.54185,2.538348145,49.36697645,47.90107435,22.84528037,3.08E+01,33.58257705,21.00259836,32.81423856,4,HALLMARK_ESTROGEN_RESPONSE_EARLY
6173,129.97305,536.54185,2.840840467,49.5691692,48.28881701,24.62252186,3.12E+01,34.1246474,21.3731091,33.23494889,4,HALLMARK_ESTROGEN_RESPONSE_EARLY
6174,136.90563,536.54185,3.157618346,49.70305286,48.62270397,26.55032807,3.15E+01,34.6472308,21.73909149,33.64614999,4,HALLMARK_ESTROGEN_RESPONSE_EARLY
6175,143.8382,536.54185,3.472218309,49.63802999,48.78372592,28.51561422,3.18E+01,35.07226396,22.04258433,33.98752813,4,HALLMARK_ESTROGEN_RESPONSE_EARLY
6176,150.77077,536.54185,3.77452904,49.31119278,48.73312793,30.43892844,3.20E+01,35.35937517,22.25079712,34.22938711,4,HALLMARK_ESTROGEN_RESPONSE_EARLY
6177,157.70335,536.54185,4.064369686,48.7662129,48.51217602,32.30668113,3.20E+01,35.52794665,22.372709,34.39093118,4,HALLMARK_ESTROGEN_RESPONSE_EARLY
6178,164.63592,536.54185,4.351275358,48.13993111,48.23988396,34.1743696,3.20E+01,35.65178763,22.45555727,34.53575393,4,HALLMARK_ESTROGEN_RESPONSE_LATE
6179,171.56849,536.54185,4.650977128,47.60732833,48.07130706,36.14283882,3.21E+01,35.82988963,22.56479085,34.74877505,4,HALLMARK_ESTROGEN_RESPONSE_LATE
6180,178.50107,536.54185,4.981185576,47.32442574,48.1473416,38.32689881,3.22E+01,36.15426316,22.76198015,35.11082338,4,HALLMARK_ESTROGEN_RESPONSE_LATE
6181,185.43364,536.54185,5.358713206,47.40301348,48.56980266,40.83374103,3.26E+01,36.69433971,23.09331674,35.68460128,4,HALLMARK_ESTROGEN_RESPONSE_LATE
6182,192.36621,536.54185,5.797576906,47.91884742,49.39741569,43.75195055,3.33E+01,37.4996997,23.58994718,36.51308989,4,HALLMARK_ESTROGEN_RESPONSE_LATE
6183,199.29878,536.54185,6.306644549,48.92844976,50.67089849,47.14041563,3.42E+01,38.60781483,24.27233723,37.62186037,4,HALLMARK_ESTROGEN_RESPONSE_LATE
6184,206.23136,536.54185,6.88650021,50.47052202,52.41767615,51.0101724,3.54E+01,40.04319787,25.15092768,39.01742014,4,HALLMARK_ESTROGEN_RESPONSE_LATE
6185,213.16393,536.54185,7.526940129,52.55011848,54.6348253,55.30500617,3.69E+01,41.80657566,26.22222843,40.68186404,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6186,220.0965,536.54185,8.207058068,55.12339888,57.27623268,59.89471401,3.87E+01,43.86541034,27.46586672,42.57125138,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6187,227.02908,536.54185,8.89867379,58.09866307,60.25171841,64.59006567,4.07E+01,46.1565819,28.84723837,44.62315529,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6188,233.96165,536.54185,9.572217857,61.35182526,63.44094077,69.17701784,4.29E+01,48.59951307,30.32417865,46.76983007,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6189,240.89422,536.54185,10.20331777,64.74608754,66.7153334,73.46005085,4.51E+01,51.11118897,31.85359249,48.94943974,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6190,247.82679,536.54185,10.77763848,68.15040199,69.95770378,77.29971033,4.73E+01,53.61866453,33.39653214,51.11218527,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6191,254.75937,536.54185,11.29164793,71.4544567,73.07617945,80.62907518,4.95E+01,56.06836483,34.9215802,53.22234098,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6192,261.69194,536.54185,11.74949281,74.57613573,76.01296693,83.44550035,5.17E+01,58.4304401,36.405724,55.25688336,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6193,268.62451,536.54185,12.15883602,77.45568055,78.73779628,85.7886962,5.37E+01,60.69434548,37.83157681,57.19988262,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6194,275.55709,536.54185,12.5284579,80.03701611,81.22559254,87.72108976,5.57E+01,62.85509008,39.18154086,59.03373081,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6195,282.48966,536.54185,12.86844504,82.25154877,83.43509432,89.32117952,5.75E+01,64.89921448,40.43307153,60.73305686,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6196,289.42223,536.54185,13.19161256,84.02319975,85.30719251,90.68736032,5.91E+01,66.80240879,41.55968924,62.26723696,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6197,296.3548,536.54185,13.51373823,85.2948445,86.78546235,91.93779309,6.05E+01,68.53985579,42.53753247,63.61020259,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6198,303.28738,536.54185,13.85119215,86.05587443,87.84296263,93.19566578,6.16E+01,70.09848739,43.35244284,64.74971535,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6199,310.21995,536.54185,14.21677373,86.34982471,88.49412541,94.56437965,6.24E+01,71.47994809,44.00263519,65.6889896,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6200,317.15252,536.54185,14.61595758,86.25658651,88.78453073,96.10596854,6.29E+01,72.69165873,44.49537729,66.43939811,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6201,324.0851,536.54185,15.04503907,85.85777873,88.76341505,97.83088276,6.33E+01,73.73044211,44.83888954,67.00800461,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6202,331.01767,536.54185,15.49094578,85.20162652,88.4524538,99.697396,6.34E+01,74.56714067,45.03318208,67.38652529,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6203,337.95024,536.54185,15.93233689,84.28959621,87.83431172,101.6185482,6.33E+01,75.14557237,45.0670236,67.55050895,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6204,344.88282,536.54185,16.34301557,83.09839265,86.8750428,103.4817223,6.30E+01,75.40518463,44.92658408,67.47371542,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6205,351.81539,536.54185,16.69876804,81.62189495,85.5657318,105.185171,6.24E+01,75.31716592,44.61111126,67.15020761,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6206,358.74796,536.54185,16.98662121,79.8982922,83.94971426,106.6838973,6.16E+01,74.908721,44.14320884,66.60774228,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6207,365.68053,536.54185,17.21231609,78.00025991,82.11130072,108.0218704,6.06E+01,74.25639006,43.56449453,65.90042346,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6208,372.61311,536.54185,17.39872137,75.99348567,80.1298432,109.3151244,5.95E+01,73.44687105,42.91588812,65.08063846,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6209,379.54568,536.54185,17.56963626,73.8893751,78.03046583,110.6625643,5.83E+01,72.5216161,42.21024107,64.16246518,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6210,386.47825,536.54185,17.72422519,71.62209354,75.76103137,112.015837,5.68E+01,71.4347696,41.41251308,63.09657718,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6211,393.41083,536.54185,17.81949106,69.06459118,73.20749809,113.0962791,5.52E+01,70.05204901,40.44250786,61.77362851,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6212,400.3434,536.54185,17.77736031,66.07287547,70.23989365,113.4383371,5.31E+01,68.19558007,39.20207961,60.0573687,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6213,407.27597,536.54185,17.51590558,62.53310054,66.75775037,112.5543137,5.06E+01,65.71094098,37.6119646,57.83099237,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6214,414.20854,536.54185,16.98587168,58.39392398,62.72324091,110.127671,4.76E+01,62.52290233,35.6392758,55.03618555,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6215,421.14112,536.54185,16.19159792,53.68551671,58.17656225,106.1318232,4.41E+01,58.66231989,33.30784529,51.69509089,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6216,428.07369,536.54185,15.18847135,48.53069606,53.23880729,100.8307202,4.03E+01,54.265542,30.69527274,47.91481071,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6217,435.00626,536.54185,14.06326082,43.14243201,48.10846354,94.6858863,3.64E+01,49.55336704,27.92234807,43.87513713,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6218,441.93884,536.54185,12.90999667,37.79953616,43.04214175,88.23106628,3.25E+01,44.79648302,25.13744709,39.80144438,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6219,448.87141,536.54185,11.81138421,32.80471343,38.3146323,81.96742912,2.88E+01,40.27557606,22.49766764,35.92971028,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6220,455.80398,536.54185,10.82913323,28.43932003,34.18341258,76.29947815,2.57E+01,36.24455852,20.14945685,32.47343804,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6221,462.73655,536.54185,10.00180471,24.92596453,30.8556106,71.50679558,2.31E+01,32.90193446,18.21125706,29.5987463,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6222,469.66913,536.54185,9.346887427,22.40202229,28.45809828,67.73840245,2.12E+01,30.37119044,16.75976604,27.40847404,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6223,476.6017,536.54185,8.864193701,20.90505722,27.01478635,65.0198119,2.01E+01,28.69071172,15.82163942,25.9347762,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6224,483.53427,536.54185,8.53945444,20.37300556,26.47092841,63.27059437,1.96E+01,27.81551258,15.37297346,25.14130798,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6225,490.46685,536.54185,8.348349999,20.66120064,26.69898953,62.33314117,1.97E+01,27.63238278,15.34767501,24.93602462,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6226,497.39942,536.54185,8.261172793,21.57355169,27.51902417,62.00937505,2.03E+01,27.98597002,15.65293392,25.19254399,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6227,504.33199,536.54185,8.247597606,22.89950396,28.73549956,62.09759688,2.12E+01,28.70880651,16.18734458,25.77439829,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6228,511.26457,536.54185,8.280584746,24.44608934,30.16602644,62.42101882,2.22E+01,29.64683009,16.85653405,26.5554316,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6229,518.19714,536.54185,8.338642776,26.0576443,31.66256132,62.84306954,2.33E+01,30.67485341,17.58291321,27.43209077,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6230,525.12971,536.54185,8.406353798,27.62210479,33.11377241,63.26994792,2.44E+01,31.70145636,18.30909907,28.3273799,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6231,532.06228,536.54185,8.473673593,29.06759034,34.45582992,63.64476287,2.55E+01,32.66638804,18.99672225,29.18898772,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6232,538.99486,536.54185,8.534695525,30.35426985,35.65148968,63.93828577,2.64E+01,33.53439096,19.62291131,29.98463279,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6233,545.92743,536.54185,8.586392853,31.46534643,36.68263683,64.13985899,2.73E+01,34.28837029,20.17623148,30.69685952,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6234,552.86,536.54185,8.627589766,32.39922105,37.54634876,64.25011241,2.80E+01,34.92344423,20.65305599,31.31845357,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6235,559.79258,536.54185,8.6582185,33.16352203,38.25059287,64.27581537,2.86E+01,35.44237903,21.05472652,31.84886925,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6236,566.72515,536.54185,8.678825562,33.7709333,38.80690346,64.22655434,2.91E+01,35.85235892,21.38550921,32.29164864,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6237,573.65772,536.54185,8.690262748,34.23646208,39.2288805,64.11274923,2.95E+01,36.16282951,21.65120846,32.65265133,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6238,580.59029,536.54185,8.693503121,34.5757457,39.53626297,63.94456088,2.99E+01,36.38412444,21.85827095,32.9388873,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6239,587.52287,536.54185,8.689536409,34.80406023,39.74071551,63.73135162,3.01E+01,36.52662955,22.01323211,33.15777337,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6240,594.45544,536.54185,8.679312683,34.93578077,39.8570574,63.48146822,3.03E+01,36.60030032,22.12239151,33.316676,4,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
6241,46.78218,543.15954,1.732442563,47.54132357,44.59690224,18.16005636,2.86E+01,30.97028132,19.19595128,30.27150263,4,HALLMARK_ESTROGEN_RESPONSE_EARLY
6242,53.71475,543.15954,1.734878956,48.11623652,45.24112347,18.3196841,2.89E+01,31.31353187,19.44682292,30.63833536,4,HALLMARK_ESTROGEN_RESPONSE_EARLY
6243,60.64733,543.15954,1.743810134,48.62089582,45.83831823,18.50166246,2.93E+01,31.63653766,19.68239147,30.98806912,4,HALLMARK_ESTROGEN_RESPONSE_EARLY
6244,67.5799,543.15954,1.761979858,49.03748622,46.36294284,18.71560396,2.96E+01,31.93371021,19.89848935,31.31433425,4,HALLMARK_ESTROGEN_RESPONSE_EARLY
6245,74.51247,543.15954,1.793069562,49.35027004,46.80252353,18.97614557,2.98E+01,32.20150092,20.09213934,31.61173314,4,HALLMARK_ESTROGEN_RESPONSE_EARLY
6246,81.44504,543.15954,1.841801783,49.55034793,47.15675894,19.30476826,3.01E+01,32.44092538,20.26324993,31.87794516,4,HALLMARK_ESTROGEN_RESPONSE_EARLY
6247,88.37762,543.15954,1.913843096,49.64238881,47.42405485,19.73132218,3.03E+01,32.66071187,20.41687092,32.11664843,4,HALLMARK_ESTROGEN_RESPONSE_EARLY
6248,95.31019,543.15954,2.015333502,49.6510002,47.61337343,20.29397884,3.04E+01,32.87960379,20.56512607,32.34018536,4,HALLMARK_ESTROGEN_RESPONSE_EARLY
6249,102.24276,543.15954,2.1519031,49.62120978,47.76159266,21.03570015,3.06E+01,33.12498147,20.72690542,32.56956055,4,HALLMARK_ESTROGEN_RESPONSE_EARLY
6250,109.17534,543.15954,2.327224651,49.60701784,47.93296408,21.99576313,3.08E+01,33.42528126,20.9232931,32.82922138,4,HALLMARK_ESTROGEN_RESPONSE_EARLY
6251,116.10791,543.15954,2.541478736,49.64862339,48.16396371,23.19732489,3.11E+01,33.79749643,21.16896041,33.13695128,4,HALLMARK_ESTROGEN_RESPONSE_EARLY
6252,123.04048,543.15954,2.790403009,49.74972737,48.45329588,24.63568362,3.14E+01,34.23622492,21.46349794,33.49383871,4,HALLMARK_ESTROGEN_RESPONSE_EARLY
6253,129.97305,543.15954,3.065609507,49.87016755,48.77608146,26.27403823,3.17E+01,34.71170109,21.78832416,33.88103985,4,HALLMARK_ESTROGEN_RESPONSE_EARLY
6254,136.90563,543.15954,3.356458811,49.94116411,49.06212589,28.05170831,3.20E+01,35.17949763,22.11234122,34.26670468,4,HALLMARK_ESTROGEN_RESPONSE_EARLY
